
[MeshData]

UVêî : 14190

UVî‘çÜ0 : { 0.18783, 0.0302454 }
UVî‘çÜ69 : { 0.182075, 0.0273129 }
UVî‘çÜ70 : { 0.183747, 0.0278957 }
UVî‘çÜ71 : { 0.182798, 0.0265895 }
UVî‘çÜ72 : { 0.182798, 0.0265895 }
UVî‘çÜ73 : { 0.184209, 0.0276607 }
UVî‘çÜ74 : { 0.18371, 0.0261251 }
UVî‘çÜ75 : { 0.184209, 0.0276607 }
UVî‘çÜ76 : { 0.182798, 0.0265895 }
UVî‘çÜ77 : { 0.183747, 0.0278957 }
UVî‘çÜ78 : { 0.18371, 0.0261251 }
UVî‘çÜ79 : { 0.184209, 0.0276607 }
UVî‘çÜ80 : { 0.18472, 0.025965 }
UVî‘çÜ81 : { 0.18472, 0.025965 }
UVî‘çÜ82 : { 0.184209, 0.0276607 }
UVî‘çÜ83 : { 0.18472, 0.0275796 }
UVî‘çÜ84 : { 0.18472, 0.025965 }
UVî‘çÜ85 : { 0.185232, 0.0276607 }
UVî‘çÜ86 : { 0.185731, 0.0261251 }
UVî‘çÜ87 : { 0.185232, 0.0276607 }
UVî‘çÜ88 : { 0.18472, 0.025965 }
UVî‘çÜ89 : { 0.18472, 0.0275796 }
UVî‘çÜ90 : { 0.186642, 0.0265895 }
UVî‘çÜ91 : { 0.185232, 0.0276607 }
UVî‘çÜ92 : { 0.185693, 0.0278957 }
UVî‘çÜ93 : { 0.185232, 0.0276607 }
UVî‘çÜ94 : { 0.186642, 0.0265895 }
UVî‘çÜ95 : { 0.185731, 0.0261251 }
UVî‘çÜ96 : { 0.187366, 0.0273129 }
UVî‘çÜ97 : { 0.185693, 0.0278957 }
UVî‘çÜ98 : { 0.186059, 0.028262 }
UVî‘çÜ99 : { 0.185693, 0.0278957 }
UVî‘çÜ100 : { 0.187366, 0.0273129 }
UVî‘çÜ101 : { 0.186642, 0.0265895 }
UVî‘çÜ102 : { 0.186295, 0.0287234 }
UVî‘çÜ103 : { 0.187366, 0.0273129 }
UVî‘çÜ104 : { 0.186059, 0.028262 }
UVî‘çÜ105 : { 0.187366, 0.0273129 }
UVî‘çÜ106 : { 0.186295, 0.0287234 }
UVî‘çÜ107 : { 0.18783, 0.0282245 }
UVî‘çÜ108 : { 0.186376, 0.0292349 }
UVî‘çÜ109 : { 0.18799, 0.0292349 }
UVî‘çÜ110 : { 0.186295, 0.0287234 }
UVî‘çÜ111 : { 0.18783, 0.0282245 }
UVî‘çÜ112 : { 0.186295, 0.0287234 }
UVî‘çÜ113 : { 0.18799, 0.0292349 }
UVî‘çÜ114 : { 0.18799, 0.0292349 }
UVî‘çÜ115 : { 0.186295, 0.0297465 }
UVî‘çÜ116 : { 0.18783, 0.0302454 }
UVî‘çÜ117 : { 0.186295, 0.0297465 }
UVî‘çÜ118 : { 0.18799, 0.0292349 }
UVî‘çÜ119 : { 0.186376, 0.0292349 }
UVî‘çÜ120 : { 0.188607, 0.0320587 }
UVî‘çÜ121 : { 0.189289, 0.0307194 }
UVî‘çÜ122 : { 0.18783, 0.0302454 }
UVî‘çÜ123 : { 0.188607, 0.0320587 }
UVî‘çÜ124 : { 0.18783, 0.0302454 }
UVî‘çÜ125 : { 0.187366, 0.0311569 }
UVî‘çÜ126 : { 0.188607, 0.0320587 }
UVî‘çÜ127 : { 0.186642, 0.0318804 }
UVî‘çÜ128 : { 0.187544, 0.0331214 }
UVî‘çÜ129 : { 0.186642, 0.0318804 }
UVî‘çÜ130 : { 0.188607, 0.0320587 }
UVî‘çÜ131 : { 0.187366, 0.0311569 }
UVî‘çÜ132 : { 0.186205, 0.0338038 }
UVî‘çÜ133 : { 0.186642, 0.0318804 }
UVî‘çÜ134 : { 0.185731, 0.0323449 }
UVî‘çÜ135 : { 0.186642, 0.0318804 }
UVî‘çÜ136 : { 0.186205, 0.0338038 }
UVî‘çÜ137 : { 0.187544, 0.0331214 }
UVî‘çÜ138 : { 0.18472, 0.0325049 }
UVî‘çÜ139 : { 0.186205, 0.0338038 }
UVî‘çÜ140 : { 0.185731, 0.0323449 }
UVî‘çÜ141 : { 0.186205, 0.0338038 }
UVî‘çÜ142 : { 0.18472, 0.0325049 }
UVî‘çÜ143 : { 0.18472, 0.034039 }
UVî‘çÜ144 : { 0.18371, 0.0323449 }
UVî‘çÜ145 : { 0.183236, 0.0338038 }
UVî‘çÜ146 : { 0.18472, 0.0325049 }
UVî‘çÜ147 : { 0.18472, 0.0325049 }
UVî‘çÜ148 : { 0.183236, 0.0338038 }
UVî‘çÜ149 : { 0.18472, 0.034039 }
UVî‘çÜ150 : { 0.183236, 0.0338038 }
UVî‘çÜ151 : { 0.18371, 0.0323449 }
UVî‘çÜ152 : { 0.181897, 0.0331214 }
UVî‘çÜ153 : { 0.18371, 0.0323449 }
UVî‘çÜ154 : { 0.182798, 0.0318804 }
UVî‘çÜ155 : { 0.181897, 0.0331214 }
UVî‘çÜ156 : { 0.181897, 0.0331214 }
UVî‘çÜ157 : { 0.182798, 0.0318804 }
UVî‘çÜ158 : { 0.180834, 0.0320587 }
UVî‘çÜ159 : { 0.180834, 0.0320587 }
UVî‘çÜ160 : { 0.182798, 0.0318804 }
UVî‘çÜ161 : { 0.182075, 0.0311569 }
UVî‘çÜ162 : { 0.180834, 0.0320587 }
UVî‘çÜ163 : { 0.18161, 0.0302454 }
UVî‘çÜ164 : { 0.180151, 0.0307194 }
UVî‘çÜ165 : { 0.18161, 0.0302454 }
UVî‘çÜ166 : { 0.180834, 0.0320587 }
UVî‘çÜ167 : { 0.182075, 0.0311569 }
UVî‘çÜ168 : { 0.179916, 0.0292349 }
UVî‘çÜ169 : { 0.18161, 0.0302454 }
UVî‘çÜ170 : { 0.18145, 0.0292349 }
UVî‘çÜ171 : { 0.18161, 0.0302454 }
UVî‘çÜ172 : { 0.179916, 0.0292349 }
UVî‘çÜ173 : { 0.180151, 0.0307194 }
UVî‘çÜ174 : { 0.18161, 0.0282245 }
UVî‘çÜ175 : { 0.179916, 0.0292349 }
UVî‘çÜ176 : { 0.18145, 0.0292349 }
UVî‘çÜ177 : { 0.179916, 0.0292349 }
UVî‘çÜ178 : { 0.18161, 0.0282245 }
UVî‘çÜ179 : { 0.180151, 0.0277504 }
UVî‘çÜ180 : { 0.180834, 0.0264113 }
UVî‘çÜ181 : { 0.18161, 0.0282245 }
UVî‘çÜ182 : { 0.182075, 0.0273129 }
UVî‘çÜ183 : { 0.18161, 0.0282245 }
UVî‘çÜ184 : { 0.180834, 0.0264113 }
UVî‘çÜ185 : { 0.180151, 0.0277504 }
UVî‘çÜ186 : { 0.182798, 0.0265895 }
UVî‘çÜ187 : { 0.180834, 0.0264113 }
UVî‘çÜ188 : { 0.182075, 0.0273129 }
UVî‘çÜ189 : { 0.180834, 0.0264113 }
UVî‘çÜ190 : { 0.182798, 0.0265895 }
UVî‘çÜ191 : { 0.181897, 0.0253484 }
UVî‘çÜ192 : { 0.181897, 0.0253484 }
UVî‘çÜ193 : { 0.182798, 0.0265895 }
UVî‘çÜ194 : { 0.183236, 0.0246661 }
UVî‘çÜ195 : { 0.182798, 0.0265895 }
UVî‘çÜ196 : { 0.18371, 0.0261251 }
UVî‘çÜ197 : { 0.183236, 0.0246661 }
UVî‘çÜ198 : { 0.18472, 0.0244309 }
UVî‘çÜ199 : { 0.183236, 0.0246661 }
UVî‘çÜ200 : { 0.18371, 0.0261251 }
UVî‘çÜ201 : { 0.18472, 0.0244309 }
UVî‘çÜ202 : { 0.18371, 0.0261251 }
UVî‘çÜ203 : { 0.18472, 0.025965 }
UVî‘çÜ204 : { 0.18472, 0.0244309 }
UVî‘çÜ205 : { 0.185731, 0.0261251 }
UVî‘çÜ206 : { 0.186205, 0.0246661 }
UVî‘çÜ207 : { 0.185731, 0.0261251 }
UVî‘çÜ208 : { 0.18472, 0.0244309 }
UVî‘çÜ209 : { 0.18472, 0.025965 }
UVî‘çÜ210 : { 0.186642, 0.0265895 }
UVî‘çÜ211 : { 0.186205, 0.0246661 }
UVî‘çÜ212 : { 0.185731, 0.0261251 }
UVî‘çÜ213 : { 0.186205, 0.0246661 }
UVî‘çÜ214 : { 0.186642, 0.0265895 }
UVî‘çÜ215 : { 0.187544, 0.0253484 }
UVî‘çÜ216 : { 0.188607, 0.0264113 }
UVî‘çÜ217 : { 0.186642, 0.0265895 }
UVî‘çÜ218 : { 0.187366, 0.0273129 }
UVî‘çÜ219 : { 0.186642, 0.0265895 }
UVî‘çÜ220 : { 0.188607, 0.0264113 }
UVî‘çÜ221 : { 0.187544, 0.0253484 }
UVî‘çÜ222 : { 0.18783, 0.0282245 }
UVî‘çÜ223 : { 0.189289, 0.0277504 }
UVî‘çÜ224 : { 0.187366, 0.0273129 }
UVî‘çÜ225 : { 0.187366, 0.0273129 }
UVî‘çÜ226 : { 0.189289, 0.0277504 }
UVî‘çÜ227 : { 0.188607, 0.0264113 }
UVî‘çÜ228 : { 0.189289, 0.0277504 }
UVî‘çÜ229 : { 0.18799, 0.0292349 }
UVî‘çÜ230 : { 0.189524, 0.0292349 }
UVî‘çÜ231 : { 0.18799, 0.0292349 }
UVî‘çÜ232 : { 0.189289, 0.0277504 }
UVî‘çÜ233 : { 0.18783, 0.0282245 }
UVî‘çÜ234 : { 0.189524, 0.0292349 }
UVî‘çÜ235 : { 0.18783, 0.0302454 }
UVî‘çÜ236 : { 0.189289, 0.0307194 }
UVî‘çÜ237 : { 0.18783, 0.0302454 }
UVî‘çÜ238 : { 0.189524, 0.0292349 }
UVî‘çÜ239 : { 0.18799, 0.0292349 }
UVî‘çÜ240 : { 0.189752, 0.0328908 }
UVî‘çÜ241 : { 0.190636, 0.0311569 }
UVî‘çÜ242 : { 0.189289, 0.0307194 }
UVî‘çÜ243 : { 0.189752, 0.0328908 }
UVî‘çÜ244 : { 0.189289, 0.0307194 }
UVî‘çÜ245 : { 0.188607, 0.0320587 }
UVî‘çÜ246 : { 0.189752, 0.0328908 }
UVî‘çÜ247 : { 0.187544, 0.0331214 }
UVî‘çÜ248 : { 0.188376, 0.0342668 }
UVî‘çÜ249 : { 0.187544, 0.0331214 }
UVî‘çÜ250 : { 0.189752, 0.0328908 }
UVî‘çÜ251 : { 0.188607, 0.0320587 }
UVî‘çÜ252 : { 0.186642, 0.0351503 }
UVî‘çÜ253 : { 0.187544, 0.0331214 }
UVî‘çÜ254 : { 0.186205, 0.0338038 }
UVî‘çÜ255 : { 0.187544, 0.0331214 }
UVî‘çÜ256 : { 0.186642, 0.0351503 }
UVî‘çÜ257 : { 0.188376, 0.0342668 }
UVî‘çÜ258 : { 0.18472, 0.0354547 }
UVî‘çÜ259 : { 0.186205, 0.0338038 }
UVî‘çÜ260 : { 0.18472, 0.034039 }
UVî‘çÜ261 : { 0.186205, 0.0338038 }
UVî‘çÜ262 : { 0.18472, 0.0354547 }
UVî‘çÜ263 : { 0.186642, 0.0351503 }
UVî‘çÜ264 : { 0.183236, 0.0338038 }
UVî‘çÜ265 : { 0.18472, 0.0354547 }
UVî‘çÜ266 : { 0.18472, 0.034039 }
UVî‘çÜ267 : { 0.18472, 0.0354547 }
UVî‘çÜ268 : { 0.183236, 0.0338038 }
UVî‘çÜ269 : { 0.182798, 0.0351503 }
UVî‘çÜ270 : { 0.182798, 0.0351503 }
UVî‘çÜ271 : { 0.181897, 0.0331214 }
UVî‘çÜ272 : { 0.181064, 0.0342668 }
UVî‘çÜ273 : { 0.181897, 0.0331214 }
UVî‘çÜ274 : { 0.182798, 0.0351503 }
UVî‘çÜ275 : { 0.183236, 0.0338038 }
UVî‘çÜ276 : { 0.181064, 0.0342668 }
UVî‘çÜ277 : { 0.180834, 0.0320587 }
UVî‘çÜ278 : { 0.179688, 0.0328908 }
UVî‘çÜ279 : { 0.180834, 0.0320587 }
UVî‘çÜ280 : { 0.181064, 0.0342668 }
UVî‘çÜ281 : { 0.181897, 0.0331214 }
UVî‘çÜ282 : { 0.179688, 0.0328908 }
UVî‘çÜ283 : { 0.180151, 0.0307194 }
UVî‘çÜ284 : { 0.178805, 0.0311569 }
UVî‘çÜ285 : { 0.180151, 0.0307194 }
UVî‘çÜ286 : { 0.179688, 0.0328908 }
UVî‘çÜ287 : { 0.180834, 0.0320587 }
UVî‘çÜ288 : { 0.178805, 0.0311569 }
UVî‘çÜ289 : { 0.179916, 0.0292349 }
UVî‘çÜ290 : { 0.1785, 0.0292349 }
UVî‘çÜ291 : { 0.179916, 0.0292349 }
UVî‘çÜ292 : { 0.178805, 0.0311569 }
UVî‘çÜ293 : { 0.180151, 0.0307194 }
UVî‘çÜ294 : { 0.178805, 0.0273129 }
UVî‘çÜ295 : { 0.179916, 0.0292349 }
UVî‘çÜ296 : { 0.180151, 0.0277504 }
UVî‘çÜ297 : { 0.179916, 0.0292349 }
UVî‘çÜ298 : { 0.178805, 0.0273129 }
UVî‘çÜ299 : { 0.1785, 0.0292349 }
UVî‘çÜ300 : { 0.179688, 0.025579 }
UVî‘çÜ301 : { 0.180151, 0.0277504 }
UVî‘çÜ302 : { 0.180834, 0.0264113 }
UVî‘çÜ303 : { 0.180151, 0.0277504 }
UVî‘çÜ304 : { 0.179688, 0.025579 }
UVî‘çÜ305 : { 0.178805, 0.0273129 }
UVî‘çÜ306 : { 0.180834, 0.0264113 }
UVî‘çÜ307 : { 0.181897, 0.0253484 }
UVî‘çÜ308 : { 0.181064, 0.024203 }
UVî‘çÜ309 : { 0.180834, 0.0264113 }
UVî‘çÜ310 : { 0.181064, 0.024203 }
UVî‘çÜ311 : { 0.179688, 0.025579 }
UVî‘çÜ312 : { 0.181064, 0.024203 }
UVî‘çÜ313 : { 0.181897, 0.0253484 }
UVî‘çÜ314 : { 0.182798, 0.0233195 }
UVî‘çÜ315 : { 0.181897, 0.0253484 }
UVî‘çÜ316 : { 0.183236, 0.0246661 }
UVî‘çÜ317 : { 0.182798, 0.0233195 }
UVî‘çÜ318 : { 0.182798, 0.0233195 }
UVî‘çÜ319 : { 0.18472, 0.0244309 }
UVî‘çÜ320 : { 0.18472, 0.0230151 }
UVî‘çÜ321 : { 0.18472, 0.0244309 }
UVî‘çÜ322 : { 0.182798, 0.0233195 }
UVî‘çÜ323 : { 0.183236, 0.0246661 }
UVî‘çÜ324 : { 0.186642, 0.0233195 }
UVî‘çÜ325 : { 0.18472, 0.0230151 }
UVî‘çÜ326 : { 0.18472, 0.0244309 }
UVî‘çÜ327 : { 0.186642, 0.0233195 }
UVî‘çÜ328 : { 0.18472, 0.0244309 }
UVî‘çÜ329 : { 0.186205, 0.0246661 }
UVî‘çÜ330 : { 0.188376, 0.024203 }
UVî‘çÜ331 : { 0.186205, 0.0246661 }
UVî‘çÜ332 : { 0.187544, 0.0253484 }
UVî‘çÜ333 : { 0.186205, 0.0246661 }
UVî‘çÜ334 : { 0.188376, 0.024203 }
UVî‘çÜ335 : { 0.186642, 0.0233195 }
UVî‘çÜ336 : { 0.189752, 0.025579 }
UVî‘çÜ337 : { 0.187544, 0.0253484 }
UVî‘çÜ338 : { 0.188607, 0.0264113 }
UVî‘çÜ339 : { 0.187544, 0.0253484 }
UVî‘çÜ340 : { 0.189752, 0.025579 }
UVî‘çÜ341 : { 0.188376, 0.024203 }
UVî‘çÜ342 : { 0.189289, 0.0277504 }
UVî‘çÜ343 : { 0.190636, 0.0273129 }
UVî‘çÜ344 : { 0.188607, 0.0264113 }
UVî‘çÜ345 : { 0.188607, 0.0264113 }
UVî‘çÜ346 : { 0.190636, 0.0273129 }
UVî‘çÜ347 : { 0.189752, 0.025579 }
UVî‘çÜ348 : { 0.189524, 0.0292349 }
UVî‘çÜ349 : { 0.190636, 0.0273129 }
UVî‘çÜ350 : { 0.189289, 0.0277504 }
UVî‘çÜ351 : { 0.190636, 0.0273129 }
UVî‘çÜ352 : { 0.189524, 0.0292349 }
UVî‘çÜ353 : { 0.19094, 0.0292349 }
UVî‘çÜ354 : { 0.19094, 0.0292349 }
UVî‘çÜ355 : { 0.189289, 0.0307194 }
UVî‘çÜ356 : { 0.190636, 0.0311569 }
UVî‘çÜ357 : { 0.189289, 0.0307194 }
UVî‘çÜ358 : { 0.19094, 0.0292349 }
UVî‘çÜ359 : { 0.189524, 0.0292349 }
UVî‘çÜ360 : { 0.190774, 0.0336329 }
UVî‘çÜ361 : { 0.191836, 0.0315471 }
UVî‘çÜ362 : { 0.190636, 0.0311569 }
UVî‘çÜ363 : { 0.190774, 0.0336329 }
UVî‘çÜ364 : { 0.190636, 0.0311569 }
UVî‘çÜ365 : { 0.189752, 0.0328908 }
UVî‘çÜ366 : { 0.189118, 0.0352883 }
UVî‘çÜ367 : { 0.190774, 0.0336329 }
UVî‘çÜ368 : { 0.189752, 0.0328908 }
UVî‘çÜ369 : { 0.189118, 0.0352883 }
UVî‘çÜ370 : { 0.189752, 0.0328908 }
UVî‘çÜ371 : { 0.188376, 0.0342668 }
UVî‘çÜ372 : { 0.187032, 0.0363511 }
UVî‘çÜ373 : { 0.188376, 0.0342668 }
UVî‘çÜ374 : { 0.186642, 0.0351503 }
UVî‘çÜ375 : { 0.188376, 0.0342668 }
UVî‘çÜ376 : { 0.187032, 0.0363511 }
UVî‘çÜ377 : { 0.189118, 0.0352883 }
UVî‘çÜ378 : { 0.18472, 0.0367173 }
UVî‘çÜ379 : { 0.186642, 0.0351503 }
UVî‘çÜ380 : { 0.18472, 0.0354547 }
UVî‘çÜ381 : { 0.186642, 0.0351503 }
UVî‘çÜ382 : { 0.18472, 0.0367173 }
UVî‘çÜ383 : { 0.187032, 0.0363511 }
UVî‘çÜ384 : { 0.182798, 0.0351503 }
UVî‘çÜ385 : { 0.18472, 0.0367173 }
UVî‘çÜ386 : { 0.18472, 0.0354547 }
UVî‘çÜ387 : { 0.18472, 0.0367173 }
UVî‘çÜ388 : { 0.182798, 0.0351503 }
UVî‘çÜ389 : { 0.182408, 0.0363511 }
UVî‘çÜ390 : { 0.182408, 0.0363511 }
UVî‘çÜ391 : { 0.182798, 0.0351503 }
UVî‘çÜ392 : { 0.180322, 0.0352883 }
UVî‘çÜ393 : { 0.182798, 0.0351503 }
UVî‘çÜ394 : { 0.181064, 0.0342668 }
UVî‘çÜ395 : { 0.180322, 0.0352883 }
UVî‘çÜ396 : { 0.178667, 0.0336329 }
UVî‘çÜ397 : { 0.180322, 0.0352883 }
UVî‘çÜ398 : { 0.181064, 0.0342668 }
UVî‘çÜ399 : { 0.178667, 0.0336329 }
UVî‘çÜ400 : { 0.181064, 0.0342668 }
UVî‘çÜ401 : { 0.179688, 0.0328908 }
UVî‘çÜ402 : { 0.177604, 0.0315471 }
UVî‘çÜ403 : { 0.178667, 0.0336329 }
UVî‘çÜ404 : { 0.179688, 0.0328908 }
UVî‘çÜ405 : { 0.177604, 0.0315471 }
UVî‘çÜ406 : { 0.179688, 0.0328908 }
UVî‘çÜ407 : { 0.178805, 0.0311569 }
UVî‘çÜ408 : { 0.178805, 0.0311569 }
UVî‘çÜ409 : { 0.177238, 0.0292349 }
UVî‘çÜ410 : { 0.177604, 0.0315471 }
UVî‘çÜ411 : { 0.177238, 0.0292349 }
UVî‘çÜ412 : { 0.178805, 0.0311569 }
UVî‘çÜ413 : { 0.1785, 0.0292349 }
UVî‘çÜ414 : { 0.178805, 0.0273129 }
UVî‘çÜ415 : { 0.177238, 0.0292349 }
UVî‘çÜ416 : { 0.1785, 0.0292349 }
UVî‘çÜ417 : { 0.177238, 0.0292349 }
UVî‘çÜ418 : { 0.178805, 0.0273129 }
UVî‘çÜ419 : { 0.177604, 0.0269227 }
UVî‘çÜ420 : { 0.178667, 0.0248369 }
UVî‘çÜ421 : { 0.178805, 0.0273129 }
UVî‘çÜ422 : { 0.179688, 0.025579 }
UVî‘çÜ423 : { 0.178805, 0.0273129 }
UVî‘çÜ424 : { 0.178667, 0.0248369 }
UVî‘çÜ425 : { 0.177604, 0.0269227 }
UVî‘çÜ426 : { 0.181064, 0.024203 }
UVî‘çÜ427 : { 0.178667, 0.0248369 }
UVî‘çÜ428 : { 0.179688, 0.025579 }
UVî‘çÜ429 : { 0.178667, 0.0248369 }
UVî‘çÜ430 : { 0.181064, 0.024203 }
UVî‘çÜ431 : { 0.180322, 0.0231816 }
UVî‘çÜ432 : { 0.180322, 0.0231816 }
UVî‘çÜ433 : { 0.182798, 0.0233195 }
UVî‘çÜ434 : { 0.182408, 0.0221187 }
UVî‘çÜ435 : { 0.182798, 0.0233195 }
UVî‘çÜ436 : { 0.180322, 0.0231816 }
UVî‘çÜ437 : { 0.181064, 0.024203 }
UVî‘çÜ438 : { 0.182408, 0.0221187 }
UVî‘çÜ439 : { 0.18472, 0.0230151 }
UVî‘çÜ440 : { 0.18472, 0.0217525 }
UVî‘çÜ441 : { 0.18472, 0.0230151 }
UVî‘çÜ442 : { 0.182408, 0.0221187 }
UVî‘çÜ443 : { 0.182798, 0.0233195 }
UVî‘çÜ444 : { 0.187032, 0.0221187 }
UVî‘çÜ445 : { 0.18472, 0.0217525 }
UVî‘çÜ446 : { 0.18472, 0.0230151 }
UVî‘çÜ447 : { 0.187032, 0.0221187 }
UVî‘çÜ448 : { 0.18472, 0.0230151 }
UVî‘çÜ449 : { 0.186642, 0.0233195 }
UVî‘çÜ450 : { 0.188376, 0.024203 }
UVî‘çÜ451 : { 0.187032, 0.0221187 }
UVî‘çÜ452 : { 0.186642, 0.0233195 }
UVî‘çÜ453 : { 0.187032, 0.0221187 }
UVî‘çÜ454 : { 0.188376, 0.024203 }
UVî‘çÜ455 : { 0.189118, 0.0231816 }
UVî‘çÜ456 : { 0.189752, 0.025579 }
UVî‘çÜ457 : { 0.189118, 0.0231816 }
UVî‘çÜ458 : { 0.188376, 0.024203 }
UVî‘çÜ459 : { 0.189118, 0.0231816 }
UVî‘çÜ460 : { 0.189752, 0.025579 }
UVî‘çÜ461 : { 0.190774, 0.0248369 }
UVî‘çÜ462 : { 0.190636, 0.0273129 }
UVî‘çÜ463 : { 0.190774, 0.0248369 }
UVî‘çÜ464 : { 0.189752, 0.025579 }
UVî‘çÜ465 : { 0.190774, 0.0248369 }
UVî‘çÜ466 : { 0.190636, 0.0273129 }
UVî‘çÜ467 : { 0.191836, 0.0269227 }
UVî‘çÜ468 : { 0.19094, 0.0292349 }
UVî‘çÜ469 : { 0.191836, 0.0269227 }
UVî‘çÜ470 : { 0.190636, 0.0273129 }
UVî‘çÜ471 : { 0.191836, 0.0269227 }
UVî‘çÜ472 : { 0.19094, 0.0292349 }
UVî‘çÜ473 : { 0.192203, 0.0292349 }
UVî‘çÜ474 : { 0.192203, 0.0292349 }
UVî‘çÜ475 : { 0.190636, 0.0311569 }
UVî‘çÜ476 : { 0.191836, 0.0315471 }
UVî‘çÜ477 : { 0.190636, 0.0311569 }
UVî‘çÜ478 : { 0.192203, 0.0292349 }
UVî‘çÜ479 : { 0.19094, 0.0292349 }
UVî‘çÜ480 : { 0.192862, 0.0318804 }
UVî‘çÜ481 : { 0.190774, 0.0336329 }
UVî‘çÜ482 : { 0.191646, 0.0342668 }
UVî‘çÜ483 : { 0.190774, 0.0336329 }
UVî‘çÜ484 : { 0.192862, 0.0318804 }
UVî‘çÜ485 : { 0.191836, 0.0315471 }
UVî‘çÜ486 : { 0.191646, 0.0342668 }
UVî‘çÜ487 : { 0.189118, 0.0352883 }
UVî‘çÜ488 : { 0.189752, 0.0361608 }
UVî‘çÜ489 : { 0.189118, 0.0352883 }
UVî‘çÜ490 : { 0.191646, 0.0342668 }
UVî‘çÜ491 : { 0.190774, 0.0336329 }
UVî‘çÜ492 : { 0.187032, 0.0363511 }
UVî‘çÜ493 : { 0.187366, 0.0373767 }
UVî‘çÜ494 : { 0.189118, 0.0352883 }
UVî‘çÜ495 : { 0.189118, 0.0352883 }
UVî‘çÜ496 : { 0.187366, 0.0373767 }
UVî‘çÜ497 : { 0.189752, 0.0361608 }
UVî‘çÜ498 : { 0.187032, 0.0363511 }
